User ID,Node,Brand A,Brand B,Brand C
-7VEhf6dK9HIguOFyBWAPQ,41,0,0.9141,0
-7a_ViPlUJ7wsJVdHwXruw,42,0.5559,0,0
#NAME?,43,0,0,0.9401
-8HoPzdMhM1p3Px8tSxnZQ,44,0,0.9594,0
-8hZRpcLXO-arrHDLmkuDA,45,0,0,0.8753
-8p9gFWBxU8ZseMJAm86oQ,46,0.9414,0,0
-9OEoNjcLa9nBiu41nHiaQ,47,0,0,0.0822
-9P5izxucGrMSU1kBUIR8w,48,0,0.8813,0
-9_Nz6wJ9Rj0q7kq6YJ-MA,49,0,0,0.8839
-9bbOgdO8YCd4FzMm2Y5nA,50,0,0.7906,0
-9iuWpif2Tc9ltyo1POdiA,51,0,0.7094,0
#NAME?,52,0.1744,0,0
#NAME?,53,0.8474,0,0
#NAME?,54,0.9447,0,0
#NAME?,55,0,0.9341,0
#NAME?,56,0.8792,0,0
#NAME?,57,0.9423,0.9398,0.9473
#NAME?,58,0.7805,0,0
#NAME?,59,-0.8307,0,0
-Bo3nX8KSLzUSYVS-6c5Ag,60,0.9372,0.642,0
-C7MpxOxrm5p9me2MMkL8Q,61,0,0,0.9409
#NAME?,62,0,0,0.9233
#NAME?,63,0,0.9108,0
#NAME?,64,0,0,0.8173
#NAME?,65,0.9099,0,0
#NAME?,66,0,0,0.8978
#NAME?,67,0,0.6052,0
#NAME?,68,0.9522,0,0
#NAME?,69,0,0,-0.4615
#NAME?,70,0.9188,0,0
#NAME?,71,0,0.5174,0
#NAME?,72,0,-0.7935,0
#NAME?,73,0,0,0.9387
#NAME?,74,0.8291,0,0
#NAME?,75,0.8817,0,0
#NAME?,76,0,0.4354,0
#NAME?,77,0,0,0.9276
#NAME?,78,0,0,0.8599
#NAME?,79,0,0,0.7743
#NAME?,80,0,0,0.6863
#NAME?,81,0.5849,0,0
#NAME?,82,0.7811,0,0
#NAME?,83,0,0.9344,0
#NAME?,84,0.6556,0,0
#NAME?,85,0,0.898,0
-H3oJd-9HLbhwRvtX2WTZA,86,0.6492,0,0
#NAME?,87,0,0.798,0
#NAME?,88,0,0,0.143
#NAME?,89,0,0,0.9108
#NAME?,90,0.9493,0,0
#NAME?,91,0.9212,0,0
#NAME?,92,0,0,0.9099
#NAME?,93,0,0.9401,-0.4204
-IFSBZCOHnHm1-3p5V493g,94,0,0,-0.8057
#NAME?,95,0,0,0.9553
#NAME?,96,0,0.953,0
#NAME?,97,0.9262,0,0
#NAME?,98,0,0.5454,0
#NAME?,99,0,0,0.8675
#NAME?,100,0,0,0.9184
#NAME?,101,0,0,0.8817
#NAME?,102,0,0,0.9446
#NAME?,103,0,0,0.9239
#NAME?,104,0,0.8815,0
#NAME?,105,0,0,0.5998
#NAME?,106,0,0,0.767
-K5-6hDN7gcNMJo_ChNtCg,107,0,0,0.9305
#NAME?,108,0,0,0.9441
#NAME?,109,0.9321,0,0
#NAME?,110,0.8427,0,0
#NAME?,111,-0.4603,0,0
#NAME?,112,0,0,0.9026
#NAME?,113,0.944,0,0
#NAME?,114,0,0,0.8593
#NAME?,115,0,0,0.7174
#NAME?,116,0,-0.3978,0
#NAME?,117,0.8371,0,0
#NAME?,118,0,0.683,0
#NAME?,119,0,0,0.8207
-NipQme-3bdfY3LlfBwzCA,120,0.7995,0,0
#NAME?,121,0.8704,0.7381,0
#NAME?,122,0,0,0
#NAME?,123,0,0.9483,0
#NAME?,124,0.7776,0,0
#NAME?,125,0,0.8498,0
#NAME?,126,0,0,0.9335
#NAME?,127,0,0,0.7276
#NAME?,128,0,-0.5961,0
#NAME?,129,0.0528,0,0
#NAME?,130,0,0,0.4794
#NAME?,131,0,-0.6481,0
#NAME?,132,0.9156,0,0
-R3JuvY4G4x-SYp0-X40MA,133,0.8923,0,0
-RC14j_igct9Cb-PpKu6kw,134,0.8843,0,0
#NAME?,135,0.9231,0,0
#NAME?,136,0,0.8403,0
#NAME?,137,0.8662,0,0
#NAME?,138,0,0,0.9163
#NAME?,139,0,0.8116,0
#NAME?,140,0,0,0.726
#NAME?,141,0,-0.2384,0
#NAME?,142,0,0.1923,0
#NAME?,143,0.8968,-0.6073,0
#NAME?,144,0.3277,0,0
#NAME?,145,0,-0.8473,0
#NAME?,146,0.8745,0,0
#NAME?,147,0,0.5594,0
#NAME?,148,0,0,0.7894
#NAME?,149,0.8629,0,0
#NAME?,150,0,0,0.8832
#NAME?,151,0,0,-0.7086
#NAME?,152,0.8768,0,0
#NAME?,153,0,0,0.0827
#NAME?,154,0,0,0.8721
#NAME?,155,0,0.8717,0
#NAME?,156,0.7106,-0.7163,0
#NAME?,157,0,0,0.9406
#NAME?,158,0,0,0.9102
#NAME?,159,0.9437,0,0
#NAME?,160,-0.9143,0,0
#NAME?,161,0,0,0.8945
-ToTuVuTRc4zggXaQ-1kog,162,0.8284,0,0
#NAME?,163,0.942,0,0
#NAME?,164,0.9042,0,0
#NAME?,165,0,0,0.4706
#NAME?,166,0,0,0.9502
#NAME?,167,0.0627,0,0
#NAME?,168,0,-0.892,0
#NAME?,169,0,0.9458,0
#NAME?,170,0,0,0.9481
#NAME?,171,0.9426,0,0
#NAME?,172,0,0,0.9178
#NAME?,173,0,0.2782,0
#NAME?,174,0.9012,0,0
#NAME?,175,0.8339,0,0
#NAME?,176,0.8025,0,0
#NAME?,177,0,0.8937,0
#NAME?,178,0,0.9311,0
#NAME?,179,0,0,0.9219
#NAME?,180,0,0.8674,0
#NAME?,181,0,0.9483,0
#NAME?,182,0,0.9311,0
#NAME?,183,0.8835,0,0
-WDIlaWrHSD1Jb7a-2dw0A,184,0,0.6864,0
#NAME?,185,0,0.8318,0
#NAME?,186,0,0,0.8375
#NAME?,187,0.9153,0,0
#NAME?,188,0.5319,0,0
#NAME?,189,0.9438,0,0
#NAME?,190,-0.966,0,0
#NAME?,191,0.8923,0,0
#NAME?,192,0,0.9186,0
#NAME?,193,0,0,0.8737
#NAME?,194,0.9168,0,0
#NAME?,195,0,0.9376,0
#NAME?,196,0,0,-0.6601
#NAME?,197,0,0.8488,0
#NAME?,198,0,0,0.9449
#NAME?,199,0,0.5849,0
#NAME?,200,-0.7434,0,0
#NAME?,201,0.8471,0,0
#NAME?,202,0,0.9252,0
#NAME?,203,0,0,0.4855
#NAME?,204,0.8892,0.9123,0
#NAME?,205,0,0.2691,0
#NAME?,206,0.8155,0,0
#NAME?,207,-0.8814,0,0
#NAME?,208,0,-0.4976,0
#NAME?,209,0,0.9069,0
#NAME?,210,0,0.8534,0
#NAME?,211,0.9004,0,0
#NAME?,212,0,0,0.3167
#NAME?,213,0,0,0.956
#NAME?,214,0,0,0.9461
-c4RN6M3Jn7iXLURP2rNpg,215,0,0,0.9208
-c9G-JHNqrPY0_UU9j7BJA,216,0,0.9559,0
#NAME?,217,0,0,0.8973
#NAME?,218,-0.6119,0,0
#NAME?,219,0,0.833,0.9343
#NAME?,220,0,0,0.924
#NAME?,221,0,0,0.9396
#NAME?,222,0,0.398,0
#NAME?,223,0.8628,0.9499,0
#NAME?,224,0.8814,0,0
#NAME?,225,0.9563,0,0
#NAME?,226,0,0.9038,0
#NAME?,227,0,0,0.8153
#NAME?,228,0,0,0.9273
#NAME?,229,0,0.5162,0
#NAME?,230,0,0,0.9488
#NAME?,231,0,0,0.7087
#NAME?,232,0,0.8498,0
#NAME?,233,0,0,-0.5229
#NAME?,234,0,-0.6926,0
#NAME?,235,0,0,0.7916
#NAME?,236,0.9011,0,0
#NAME?,237,0.4454,0,0
#NAME?,238,0,0.8202,0
-foIP_JKiHcomkmI_M-8GA,239,0,0.766,0
#NAME?,240,0,0.9196,0
#NAME?,241,0.8404,0,0
#NAME?,242,0,0.4356,0
#NAME?,243,0,0.9323,0
#NAME?,244,0,0,0.8119
#NAME?,245,0,0,0.9372
#NAME?,246,0,0.8926,0
#NAME?,247,0,0,0.2636
#NAME?,248,0,0.9508,0
#NAME?,249,0.8808,0,0
#NAME?,250,0,0.8947,0
#NAME?,251,0.9305,0,0
#NAME?,252,0,0,0.9586
#NAME?,253,0.9452,0,0
#NAME?,254,0.5099,0,0
#NAME?,255,0.5296,0.7722,0
#NAME?,256,0,0,-0.8241
#NAME?,257,0,0,0.925
#NAME?,258,0,0.954,0
#NAME?,259,0,0,0.9338
#NAME?,260,0.9503,0,0
#NAME?,261,0,0.9564,0
#NAME?,262,0.883,0,0
#NAME?,263,0,0,0.8734
#NAME?,264,0,0.8778,0
#NAME?,265,0,0.6995,0.7522
#NAME?,266,0,0.6991,0
#NAME?,267,0,0.762,0
#NAME?,268,0,-0.7312,0
#NAME?,269,0,0,0.9362
#NAME?,270,0,0,0.8284
#NAME?,271,0,0.0956,0
#NAME?,272,0.8749,0,0
#NAME?,273,0,0.8222,0
#NAME?,274,0.9142,0.4527,0
#NAME?,275,0,0.9233,0
#NAME?,276,0.8676,0,0
#NAME?,277,0,0,0.9484
#NAME?,278,0,0.904,0
#NAME?,279,0,-0.8162,0
#NAME?,280,0.3,0,0
#NAME?,281,0,0,0.4678
#NAME?,282,0,0.9298,0
#NAME?,283,0,0.689,0
#NAME?,284,0.8037,0,0
#NAME?,285,0.8662,0,0
#NAME?,286,0,0.6174,0
#NAME?,287,0.9339,0,0
#NAME?,288,0,0.8931,0
#NAME?,289,0.8893,0,0
#NAME?,290,0,0.9347,0
-r5aFUx-uKR-at1rLFuLrQ,291,0,0,0.8579
#NAME?,292,0,0.8824,0
#NAME?,293,0,0.948,0
#NAME?,294,0,0,0.9237
#NAME?,295,0.5384,0,0
#NAME?,296,0.8622,0,0
-svKBo1PajIKIYaSu_-82w,297,0,0.8119,0
#NAME?,298,0.9361,-0.9379,0
#NAME?,299,0,0.8335,0
#NAME?,300,0,0.7995,0
#NAME?,301,0.77,0,0
#NAME?,302,0.8988,0,0
#NAME?,303,0.8736,0,0
#NAME?,304,0,0.7564,0
#NAME?,305,0.8992,0,0
#NAME?,306,0,0,0.9225
#NAME?,307,0,0,0.8796
#NAME?,308,0,0.9549,0
#NAME?,309,0,0,0.9409
#NAME?,310,0,0.6393,0
#NAME?,311,-0.9781,0,0
#NAME?,312,0,0.7506,0
#NAME?,313,0,0,0.7761
#NAME?,314,0,0.9307,0
#NAME?,315,0,0.8081,0
#NAME?,316,0.9341,0,0
#NAME?,317,0,0,0.9257
#NAME?,318,-0.7739,0,0
#NAME?,319,0.088,0,0
#NAME?,320,0,0.6945,0
#NAME?,321,0,0,0.7239
-xc8BMDGQ-2koXZdC6e7Lw,322,0,0.7857,0
#NAME?,323,0.8711,0,0
#NAME?,324,0.8625,0,0
#NAME?,325,0,0.9048,0
#NAME?,326,0.9246,0,0
#NAME?,327,0,-0.2277,0
#NAME?,328,0,0.9344,0
#NAME?,329,0,-0.4389,0
#NAME?,330,0,0,0
-yfClQ2lYd-7yxZ58aq1KQ,331,0,0,0.6177
#NAME?,332,0,0.6696,0
#NAME?,333,0,0,0.921
#NAME?,334,0.9099,0,0
#NAME?,335,0,0.9074,0
#NAME?,336,0.9266,0,0
#NAME?,337,0.9075,0,0
#NAME?,338,0,0.9117,0
0-2fExWTNYlXJj_aewQ8gw,339,0.9497,0,0
0-4GFJoSP5BmFR-ovJmcEA,340,0,0.9437,0
0-E9R9fkDJqncwby_DvVAw,341,0.9097,0,0
0-UaVCb9x0Cyp_7VLv7FMQ,342,0,0.8185,0
0-dNQAJkwtOk-zo4BTEvwQ,343,0,0.8915,0
0-hb63A9uWjR1YIyVMu6rg,344,0,0.9453,0
0-q3B91wVRMES5-u4OGHkw,345,0,0,0.9505
0-tgy_Y5zWrZMzNVv0Gy0Q,346,0,-0.4403,0
006QF1GD1C9GRVVm2-hluQ,347,0.8964,0,0
00Fr1B7van5p5JyoCgnueA,348,0,0.9363,0
00IPtk7iLBxuRDFBbVtlTA,349,0,0,0.8653
00da1ABIbCol2Ms4X-NlWg,350,0,0,0.897
00gxYrG3d1AJ-mRzsiPnPQ,351,0,0.3682,0
00h2RaJ2ll9JY-_KTUfLUg,352,0.8692,0,0
00rMMR7yCVDua_GDX8S0aw,353,0.6337,0,0
00sd4WZqNGyHTb7_LxDwwg,354,-0.3017,0,0
00skkf5CE9UX5s2q2_9i7w,355,0.9242,0,0
00wO3xD6U7FIuhUt3kx59A,356,0,0,0.5969
00yOtmbvazWeAqwJX4uNgQ,357,0.2316,0,0
019Yv-raZeavIHpBoTHo9Q,358,0,0,0.9358
01Ge8-BacmCP0USY8CdZ5w,359,0,0,0.2348
01HpNrCSLNWbQG9Fv3c4Pw,360,0.6969,0,0
01_6_6mSR2wl0Sn1irDaOg,361,0.8903,0,0
01kwmkW-IJ-FUhqJPJIAoQ,362,0,0.5849,0
01rsUfbxqSOYFo4avLojcQ,363,0,0.8892,0
02OEHTLPT-OHckqvKsa8GA,364,0,0.9482,0
02QBFXI6UNeq9nh-kmn9lw,365,0.9313,0,0
02wEYaZtJnYbTU_ckwP-qQ,366,0,0,0.7674
03Q56ucUNoKJLi_QH7I5Ag,367,0.9076,0,0
03RJcIDcNwH4WQmqjIvwIw,368,0,0.7981,0
04C7SM2ipAQ8SRr8M6k_Aw,369,0,0,-0.336
04J_q_VhSBItxNiEAN-gkA,370,0,0,0.9114
04QFf4Kj38HumgkaRCCETw,371,0.8176,0,0
04UV2P8-KL9Q1Wjq34pb7A,372,0,0.7686,0
05902wErJU6ry9SnG4klhw,373,0.7291,0,0
05XSyAZRScUDUdC4NKbF3A,374,0,0.6784,0
05ZaVmNuTyMVDg9ueqmKIw,375,0,0,0.066
05zZtMN_ibLxMrc2cjtO7Q,376,0,0,0.9085
06QGXia2A5YywVMLpuZOQQ,377,0.8846,0,0
06Qa4Bw0DAKlb-BEYrk7TA,378,0,0,0.5286
06ZNPhgvI6Y55YGTwbbLrg,379,0,0.9534,0
074nIiGVBGIgH4oLo8RK1A,380,0,0,0.8781
077fuUhJTTftlZykiDVYfg,381,0.905,0,0
07NgICuST-K4bmKd0lqw_Q,382,0,0.9331,0
07hqEL0YVhi-uBeK8y9WWQ,383,0,0,0.8873
07zgPowZ9npflBPiBf7otg,384,0,0,0.9434
088RHnhAEANbj5oWlQF2wg,385,0.9354,0,0
088TyK1PAMGHgp3_z3GDFA,386,0.8386,0,0
08T19W6LSuX25TdtJS4ESQ,387,0.9381,0,0
08hlc3FmQN2DgT9U0qD_YQ,388,0,0,0.3214
08hpselqYA8CXjgLhc-cWw,389,0.8863,0,0
08qqLx7daiaJXPHuiIsf7A,390,0,0,0.9286
08vwKYN6b1HZ5cY6W4RrEg,391,0,0.7179,0
09WYvflCQQsMNDYOQ-dKeg,392,0,0.9304,0
09_jswAspZdpiuL7DaqgJA,393,0,0.1238,0
0AETrJyOIr77SPdW0mAt6Q,394,0,0,0.4673
0AVRhG20DEk0l8utw6rRrQ,395,0,0.8825,0
0AvNFMsRe0ndJkzW-bLg5A,396,0,0.9503,0
0BDWBFfJZia6itpV__B1bg,397,0,0,0.9088
0BVIzyKaAEDM3UArKHVd3Q,398,0.9243,0,0
0BqQspZ-PLAdiMcLlxCFDg,399,0,0,-0.1239
0BxGf2ePOWw5bErmppEdyA,400,0.6696,0,0
0CWBqgwNVRFUXmtWXeS6hg,401,0,0,0.9056
0CqAmHUSWPEQdrnCbDiaVA,402,0,0,0.943
0Ct7LehYBIAaeAsDV9Z_wg,403,0,0,0.9243
0D-SQAuJu73PJihXRWhfOw,404,0,0.4946,0
0DB3Irpf_ETVXu_Ou9vPow,405,0,0.9116,0
0De2Mcjihm52XY-hz1iHOQ,406,0,0,0.9217
0DlKI-VR1jSMxSYKtSjqTg,407,0.8361,0,0
0DrRuWP3ZVVnMq8Xet-XQA,408,0.84,0,0
0E6g9TnZ7tTnfvUoyaR6Cw,409,0,0.2369,0
0EBV0108gAly4Y4E1T50eA,410,0,0,0.9414
0EE_wIv6HPnK2CkYsOwS0A,411,0,0.931,0
0EM2V91WMRe1V1ZrxiRN6g,412,0,0,0.9313
0FPli-6rsVZ8Z0SmLxF-vw,413,0,0.6429,0
0FvBGPdFrMJM4Rt9nVykUQ,414,0,0.9561,0
0Gfp3ACgm1KY_FwGL4UFmQ,415,0.9357,0,0
0H2ggT37lK8hsbH8aGR1Ug,416,0,0.9466,0
0H2qBMAmui1RPvgbKypXOw,417,0,0.2179,0
0H2y413-U9BGyY19uwjfPQ,418,0,0.8325,0
0HFHaJLMP24N7u6LCglLdQ,419,0,0.8418,0
0HnD58aN7HRG-14omQcu8A,420,0,-0.6751,0
0Htvw7aap43yS7Fbn39fkA,421,0,0,0.9387
0Hw2Zwn0Ow1G_McsV7SYJw,422,0,0,0.9269
0I-VTNKLS9vXsVNjLwuChQ,423,0.9228,0.9301,0
0I0pQuL5N4WC984uyDRQKg,424,0,0,0.9076
0I8_2AVAsAWLG5G479w-2g,425,0.859,0,0
0IENuF4np-VQMInKHm3uvA,426,0.7574,0,0
0InUqBBbVHKLIYqUwl6s7g,427,0.9148,0,0
0IsswI9909_A6eG_8ny05g,428,0.9577,0,0
0J348CvAHwVTDOK_SWXH9Q,429,0,0.403,0
0JQYSCWOQWKqK7KMjRhraA,430,0,0.8443,0
0JrOfnjwIiRTVHy2hEkMKA,431,0,0,0.8845
0K2EBSv7xXKOQZCRtBxFoA,432,0.9387,0,0
0KBOdjNVKSiFMb8YpQU6qA,433,0.9136,0,0
0KEOEsSM8Xy92CA8QQ67bA,434,0.9335,0,0
0KGeGhJBRaLXTHgkvaLglg,435,0,0.8033,0
0KgqplyXwCzjeStc1BYK-Q,436,-0.3299,0.3935,0
0KhRPd66BZGHCtsb9mGh_g,437,0,0,0.9519
0Kx1MRqRnwKvHY0kblXnJQ,438,0,0,0.8515
0L4-Y7XZsTbFXeFjZwickQ,439,0.9381,0,0
0LINSUAf2-yF5gczdYkziA,440,0,0,0.9468
0LKSp50un6QC_0Qpjsmwjw,441,-0.8797,0,0
0LM1Wo88MGpybsP2FPSBSQ,442,0,0,0.9476
0LjIh06kp1BV6sWhRJpEbw,443,0.8384,0,0
0M0eVJNcE-lbTH_0WCkspQ,444,0.9458,0,0
0M2emDhXluVIezCAkrWoyQ,445,0,0,0.9286
0M9TPocU2iihqAvrx6YUfg,446,0,0,0.9305
0MeivhX0kZCfV3zMtHtk9Q,447,0,0.7284,0
0Mfbg25hZkoCmOSTuD7FCA,448,0,0,0.9574
0MwTBjszcuvBcMOCBgV8vQ,449,0,0,0.6444
0N-WI34n_TQAbL3Yz1gl_Q,450,0,0.9112,0
0N1lGeZSh0ZMMh9-0E4aHQ,451,0.9291,0,0
0NRn-PqPMzD4vwIZaIUshg,452,0,0,0.8749
0OCmMn2SMu6bGNttru0Z0A,453,0,0,0.863
0OInOMduXHn7oaGTvw3h-g,454,0.9126,0,0
0O_QdaAP0WGO7qfuHd3m3A,455,0.9393,0,0
0ObqdiED5fVSOUg-jWm5XA,456,0.9403,0,0
0P3BVoqus0t63YawB_i1UA,457,0.6674,0,0
0P69aaIwgKNJyvoU9nlmTA,458,0,0.1863,0
0PB0GKiCPIKwnxw7O04bTQ,459,0.825,0,0
0PBx55MdJrvxwQf7WPYAYA,460,0,0,0.7153
0PJZFM0yonrOVwm5RRnM6g,461,0,0,0.9357
0PTObo98oUI4maiHAz1aqQ,462,0,0.9499,0
0PalSNXrJCn4nU3wUkPR-w,463,0,0,0.7162
0PbM7Czq7PRN5vsZ_zGbwQ,464,0,0.9347,0
0Pg8Ka3T7AFEpLzzADuDXg,465,0,0.7719,0
0PuNtW0wKKc9V_1KkDotiA,466,0,0.8367,0
0PzI8qYMcILsPXKcjKlO1g,467,0.8753,0,0
0Q1FC3rbRJeHIsYsqxuuww,468,0,-0.5823,0
0QKWnjDbwDfeP7ceNLHRCg,469,0,0,0.8289
0QLWPRPFf972-QgutD8oyg,470,0,0,0.8979
0QRXzhiW8r9uFCPT5huJsg,471,0,0.9521,0
0QUsL71djwab6NUR6C6TAg,472,0,0.9526,0
0Qv5ajjt4DBHy6NizqVoOQ,473,0,0.591,0
0QwB_0ODAc0RAy8ToNMeFA,474,0,0.9428,0
0R-S1Puvl7EsOvXb2JQi4w,475,0,0.7036,0
0R7ekPHnRpHdEdzDewqzVw,476,0.6562,0,0
0ReItHtWvrBZXP6hF7ttKw,477,0,0,0.8222
0RfajNOECkXKkSZEpEeEjw,478,0.9157,0,0
0RgtW_3_Osn4LahWKRMIhg,479,0.9253,0,0
0RkkrGFZ0zPA1cJyPBX16A,480,0.3619,0,0
0RyxOB9FJsYKmRhh1CvyMw,481,0,0,-0.0972
0S35OruU6pOcxWEv90Wc-A,482,0,0,0.8292
0Sfuk9WPMXTYRsdjX5ZAZg,483,0.9206,0,0
0SnT7B-T5QS_JTLt9KospQ,484,0.8736,0,0
0T-VyfNnsl6-EbwjmPpmqQ,485,0,0,0.9202
0TYxeo_I7HgHIo1j4b_44A,486,0,0.6455,0
0UJIRuenU3aOCTLfcHt7xQ,487,0,0,0.7713
0UbfmULEBVbrXQ6wZ9ckbQ,488,0.743,0,0
0UwEipUrjdI1JVTuFM2zqw,489,0.1411,0,0
0VIODCWWhW-rPfrcelNsVg,490,0,0.8943,0
0Vq8TGhCzXjk1GG-z94mwQ,491,0,0.8659,0
0WLyCjUyqQ6n5j_8COlNQQ,492,0,0.8835,0
0WagJr3x0rjwddllEGFmpA,493,0.8855,0,0
0WiC3D3fUobCL8p6pbcI3w,494,0,0,0.9529
0WrDZuoXQ_A0QMPBiM3fvA,495,0,0.8681,0
0XR89YpDgfS8V8rlrlyhww,496,0,0,0.8734
0XTNLVKxvFbYna7FiJtfHA,497,0,0,0.6228
0XWHMfXcIgOtFtcp816CZw,498,0,0.5023,0
0XdYBoKIPJqaR_MlLKBVTA,499,0.7871,0,0
0XfMCMZiEF42-W88Wc6maA,500,0,0,0.8982
0XoYlQXDFeMu79b_pxaxbA,501,0.878,0,0
0XvrTKpopRxuWRk5O4VtNQ,502,0,0,0.9236
0YI0fA3naGahJHRH6RnDzw,503,0,0,0.941
0YJHK0lj0JFDapIDiEsSWA,504,0,0.8315,0
0YMlnRRzOLKp2_7dMe9wjQ,505,0.9473,0,0
0YbHR990-5AzfzKiBjPlmw,506,0.8851,0,0
0YiPmPK6OlTh7i6dd9qTJg,507,0.9242,0,0
0Z8wuResK3pHXUPQlQCnUw,508,0.9144,0,0
0ZCgrT2VK3NXFDo0qLGqyA,509,0.7916,0,0
0ZRG_OQw4flvDedvAbPJHA,510,0,0,0.5839
0ZUN_H8JJAkmVWr6Ve0Yzg,511,0,0.9551,0
0ZbfYFiJivUzGWgOmjDRXQ,512,0.8225,0.6415,0
0ZjfbkzHOuXbLKSarBb-9w,513,0.7521,0,0
0ZmNWorn7JcmEbvVCjPLrg,514,0.7265,0.9498,0
0ZptdfXEJp8cXdkmKhc3-g,515,0,0,0.6172
0_5Qvupoc9HvfRQt-xIp8w,516,0.7809,0.9187,0
0_7amRzrmJGVrn_rcTL6Bg,517,0,0.8474,0
0_Lk6Z58OYnp-pU6keVAeg,518,0,0.9195,0
0_OqEBYp4pSGBukzjMBZVA,519,0,0,0.7377
0_XCo17kR9gwjvEi00Zygg,520,0,0.6961,0
0_efE9rkt5hNIsBXUsbyGw,521,0,0.8456,0
0_qXVv_-a5P2yyDNeml_7A,522,0,0,0.9387
0a05hPrzg25SQY1vWMGBBg,523,0.9319,0,0
0a4EOL1zf-plY4j8imj9nw,524,0,0,0.9475
0aBFmGmwgpAT46EtrxHZlA,525,0,0.8078,0
0aGZ1LbO5A-LSIpWadJxmA,526,0,0.9195,0
0aH9QrxAxD8tEEVVOVv3kA,527,0,0,0.9325
0aJLwGXBVIe6a99f4lxOmA,528,0,0.9012,0
0ackih4Gue2nHIFzUNhpLA,529,0,0,0.9143
0agKiBIKTnoMMcgkuLxUow,530,0.9249,0,0
0ar7AMCpmNKbGy0XkPqdoA,531,0.8002,0.8916,0
0b1S36KpsZ7VkjWGiKdHkw,532,0,0,0.9238
0b3FXt-EgiwMvS4scwBKeA,533,0,0.9393,0
0bAgr16DfH2TqOV9fZeMzQ,534,0,0,0.705
0bBCOr7e0DNOSulDW4cDdA,535,0.9556,0,0
0bM7bhO5KHqNK4svEyv9Lw,536,0.8817,0,0
0bWdLULeZptFUftuK-OM0A,537,0,0,0.8471
0by-M5KoChNu1bCrcnh2AQ,538,0.7711,0,0
0c69dVOBGXu4bXhWPDnBvQ,539,0,0,0.8909
0cEESn4urCGTI5D1IyfWmA,540,0,0,0.7445
0cRpPxSOYCP4svf3jDzRFg,541,0.891,0,0
0cTv4TcEEUYA8EFiy_-x8g,542,0,-0.0158,0
0d1bijH1dExi2KIUKPaVEg,543,0.918,0,0
0dPaxuJ6lJTVwuUseRPksw,544,0.8751,0,0
0dgBTc5ay78r9tKGCaNNOQ,545,0,0.5528,0
0dheQA4aUMj3FlqmUSg-RQ,546,0,0,0.8904
0e0zx9n0lZfCYUV3H0tuLw,547,0,0.4978,0
0eAE3nci8RZRAjgg5mIEUQ,548,0,0,0.8799
0eUNC8rE8nJKIWpPFROWJw,549,0.8828,0,0
0eaCfLReKjd4JCYlcDhv5w,550,0,0,0.6076
0egK5ylmjI_kHsYVjo2XDg,551,0,0,-0.7569
0fB3OOR_Dzb-Qbvf4is61Q,552,0.9327,0,0
0fEsk5KUjOlRt2zWTzo1rQ,553,0,0,0
